video_id,caption,caption_len_chars,caption_len_words,mean_flow,NOTTA_psnr,NOTTA_ssim,NOTTA_lpips,ADA_psnr,ADA_ssim,ADA_lpips,ADA_NOPROMPT_psnr,ADA_NOPROMPT_ssim,ADA_NOPROMPT_lpips,LORA_R8_TTA_psnr,LORA_R8_TTA_ssim,LORA_R8_TTA_lpips,LORA_R8_TTA_NOPROMPT_psnr,LORA_R8_TTA_NOPROMPT_ssim,LORA_R8_TTA_NOPROMPT_lpips,TL_BARE_R2_psnr,TL_BARE_R2_ssim,TL_BARE_R2_lpips,TL_TIED_R2_psnr,TL_TIED_R2_ssim,TL_TIED_R2_lpips,ADA_dpsnr,ADA_dssim,ADA_dlpips,ADA_NOPROMPT_dpsnr,ADA_NOPROMPT_dssim,ADA_NOPROMPT_dlpips,LORA_R8_TTA_dpsnr,LORA_R8_TTA_dssim,LORA_R8_TTA_dlpips,LORA_R8_TTA_NOPROMPT_dpsnr,LORA_R8_TTA_NOPROMPT_dssim,LORA_R8_TTA_NOPROMPT_dlpips,TL_BARE_R2_dpsnr,TL_BARE_R2_dssim,TL_BARE_R2_dlpips,TL_TIED_R2_dpsnr,TL_TIED_R2_dssim,TL_TIED_R2_dlpips
panda_0077,"['An orange off-road vehicle is driving on a rocky terrain and jumping over obstacles.', 'A red and black atv in the middle of a body of water.', 'A remote control car is driving through a muddy river.']",203,37,12.585052,6.650677,0.199778,0.969149,6.614476,0.196275,0.968450,6.615998,0.194285,0.967975,6.574885,0.197753,0.968733,6.609993,0.198167,0.969957,6.671726,0.200617,0.969080,6.645650,0.200480,0.970620,-0.036201,-0.003503,-0.000699,-0.034678,-0.005493,-0.001174,-0.075792,-0.002026,-0.000416,-0.040684,-0.001611,0.000807,0.021050,0.000839,-0.000069,-0.005027,0.000702,0.001471
panda_0078,"['A person is cooking some food in a frying pan with a wooden spoon.', 'A plate of food with some eggplant, a fork and some bananas.', 'The user has provided a visual content of a cupcake on a black background.']",212,40,1.505674,25.180646,0.872538,0.117154,25.034427,0.870630,0.123833,25.065112,0.871027,0.122636,25.114163,0.871606,0.119593,25.160525,0.872039,0.117913,25.155575,0.872176,0.117758,25.189509,0.872485,0.117804,-0.146219,-0.001908,0.006680,-0.115534,-0.001511,0.005482,-0.066484,-0.000932,0.002439,-0.020122,-0.000499,0.000759,-0.025071,-0.000362,0.000604,0.008863,-0.000054,0.000650
panda_0079,"['Two men are sitting at a table in an outdoor cafe and smiling at the camera.', 'Ingredients for brown sugar coconut flakes on a wooden table.', 'A bowl filled with a brown substance on a wooden table.']",204,37,0.161881,15.673925,0.651909,0.213359,15.846865,0.633896,0.210344,15.883875,0.644122,0.209868,15.664021,0.645144,0.214937,15.668256,0.649223,0.213979,15.632888,0.636354,0.217801,15.688692,0.650690,0.213011,0.172940,-0.018013,-0.003015,0.209950,-0.007787,-0.003491,-0.009904,-0.006764,0.001578,-0.005670,-0.002686,0.000620,-0.041038,-0.015555,0.004442,0.014767,-0.001219,-0.000348
panda_0080,"['A man is sitting at a desk and talking into a microphone. he is wearing a blue shirt and appears to be on a television show.', 'A television screen with a picture of a man on it.', 'There is a black background with white text on it.']",236,47,0.102209,26.500753,0.911888,0.050890,26.644276,0.911814,0.051392,26.672092,0.912037,0.050545,26.526514,0.910906,0.051878,26.560677,0.910822,0.051574,26.536554,0.911925,0.050782,26.533192,0.912084,0.050478,0.143523,-0.000074,0.000502,0.171339,0.000149,-0.000345,0.025762,-0.000983,0.000988,0.059924,-0.001067,0.000684,0.035801,0.000036,-0.000108,0.032439,0.000195,-0.000412
panda_0081,"['An elderly man is mixing ingredients in a blender.', 'A man is kneading dough on a wooden cutting board.', 'A man with glasses holding a cookie in his hands standing in a kitchen.']",183,33,0.204135,22.937175,0.823312,0.049598,23.296710,0.838508,0.046153,23.280574,0.837540,0.046363,22.819318,0.820186,0.050502,22.919537,0.823477,0.049525,22.976717,0.825081,0.050358,22.964079,0.823748,0.050729,0.359535,0.015196,-0.003445,0.343399,0.014228,-0.003234,-0.117857,-0.003126,0.000904,-0.017638,0.000166,-0.000072,0.039542,0.001770,0.000760,0.026904,0.000436,0.001131
panda_0082,"['A smartphone is placed on a window sill next to a window.', 'A person holding an iphone in front of a window.', 'A person is holding an iphone and playing a racing game on it.']",179,35,0.484869,10.243536,0.599853,0.638301,9.224987,0.594160,0.647709,9.650235,0.605353,0.644980,10.259090,0.601225,0.638877,10.227164,0.601004,0.636961,10.243878,0.601193,0.638614,10.282726,0.600513,0.638428,-1.018549,-0.005692,0.009408,-0.593300,0.005500,0.006679,0.015554,0.001372,0.000576,-0.016372,0.001151,-0.001340,0.000343,0.001340,0.000313,0.039190,0.000660,0.000127
panda_0083,"['A soccer game being played on a computer screen.', 'A video game screen showing a soccer field.', 'A group of people are playing soccer in the dark.']",152,27,0.071172,27.213095,0.937906,0.043631,26.478025,0.933029,0.044665,26.649074,0.933574,0.044622,27.104298,0.935030,0.045773,27.238633,0.937091,0.044151,27.255341,0.937531,0.043820,27.160249,0.937589,0.044146,-0.735070,-0.004877,0.001034,-0.564021,-0.004332,0.000991,-0.108797,-0.002877,0.002142,0.025538,-0.000815,0.000521,0.042246,-0.000375,0.000189,-0.052846,-0.000317,0.000516
panda_0084,"['A woman in a white tank top standing in front of a green background.', 'There is a video game being played on a computer screen, with two players competing against each other.', 'A screenshot of a website with text.']",219,39,25.326809,11.270767,0.368007,0.581039,11.326455,0.370659,0.575388,11.304651,0.371094,0.572635,11.332435,0.368192,0.581012,11.338683,0.372308,0.574042,11.297332,0.370416,0.578964,11.307409,0.368331,0.579926,0.055688,0.002652,-0.005652,0.033884,0.003088,-0.008404,0.061668,0.000186,-0.000028,0.067916,0.004301,-0.006997,0.026565,0.002409,-0.002075,0.036642,0.000324,-0.001113
panda_0085,"['A person holding up a cell phone with a game loading screen on it.', 'A person is holding a cell phone with a game on the screen.', 'A person using a smart phone to play a game.']",181,37,2.980936,10.610926,0.442857,0.611976,10.458244,0.427490,0.631185,10.354371,0.429476,0.630869,10.371666,0.439805,0.626200,10.532341,0.450032,0.627255,10.463608,0.461453,0.626113,10.542571,0.460931,0.621485,-0.152683,-0.015366,0.019209,-0.256555,-0.013381,0.018893,-0.239260,-0.003052,0.014225,-0.078585,0.007175,0.015279,-0.147318,0.018596,0.014137,-0.068355,0.018074,0.009509
panda_0086,"['A video game showing a girl in a pink dress.', 'A room in the sims game.', 'A girl in a pink house on a computer screen.']",124,26,0.064667,18.251689,0.690522,0.357996,18.577049,0.697261,0.346317,18.480100,0.687784,0.358622,19.119826,0.691380,0.354611,18.415061,0.685922,0.359793,18.467523,0.687003,0.357416,18.316942,0.690781,0.355209,0.325361,0.006739,-0.011679,0.228411,-0.002738,0.000626,0.868138,0.000857,-0.003385,0.163372,-0.004600,0.001797,0.215834,-0.003519,-0.000580,0.065253,0.000258,-0.002787
panda_0087,"['A baseball game is being played, and the pitcher is throwing the ball towards the catcher.', 'There is a baseball game being played on a green field with a crowd of people watching.', 'A baseball game with a crowd of people watching and a man holding a bat up to a batter at home plate.']",290,55,2.284777,9.892285,0.373623,0.712153,9.908440,0.373554,0.711702,9.897086,0.372156,0.711817,9.896780,0.374486,0.711046,9.904740,0.374191,0.709469,9.901279,0.374222,0.711765,9.909093,0.374475,0.710327,0.016155,-0.000069,-0.000451,0.004801,-0.001467,-0.000336,0.004495,0.000863,-0.001106,0.012455,0.000568,-0.002684,0.008994,0.000599,-0.000387,0.016808,0.000852,-0.001825
panda_0088,"['There is an aerial view of a city with mountains in the background during sunset.', 'A man is walking on the street and talking to the camera.', 'A man is riding a bicycle on a balcony.']",189,36,1.892015,23.390859,0.922959,0.051041,23.448698,0.923766,0.049111,23.302560,0.918781,0.055816,23.345677,0.922383,0.051610,23.400291,0.922950,0.050737,23.403196,0.923043,0.050685,23.406567,0.922894,0.050960,0.057838,0.000807,-0.001930,-0.088299,-0.004178,0.004775,-0.045182,-0.000576,0.000569,0.009432,-0.000009,-0.000304,0.012337,0.000083,-0.000356,0.015707,-0.000065,-0.000081
panda_0089,"['An intel logo on a blue background.', 'An intel logo on a blue background.', 'The intel logo on a blue background.']",118,21,29.715588,29.560021,0.901577,0.096517,26.097404,0.794974,0.205008,26.219926,0.809572,0.226838,29.521555,0.898676,0.098131,25.848348,0.871223,0.142886,25.896467,0.785192,0.174371,25.669611,0.828440,0.143002,-3.462617,-0.106603,0.108491,-3.340095,-0.092005,0.130320,-0.038466,-0.002901,0.001613,-3.711673,-0.030354,0.046369,-3.663554,-0.116385,0.077853,-3.890410,-0.073136,0.046485
panda_0090,"['A building in a minecraft game.', 'A room in a minecraft game.', 'A minecraft game with a gun on the ground.']",112,21,0.576412,21.055908,0.798023,0.392824,24.622294,0.848327,0.294244,24.536708,0.845328,0.262455,21.172558,0.795782,0.383700,21.056031,0.793560,0.397025,21.252589,0.794949,0.393661,21.403648,0.804894,0.379205,3.566385,0.050304,-0.098580,3.480799,0.047305,-0.130369,0.116649,-0.002240,-0.009124,0.000123,-0.004463,0.004201,0.196680,-0.003073,0.000837,0.347739,0.006872,-0.013619
panda_0091,"['A view from the windshield of a car on a rainy day.', 'The view from a car of a storm and clouds in the sky.', 'A person is driving a car on a street with clouds in the sky.']",177,39,1.254313,15.967711,0.820791,0.223092,14.879742,0.793543,0.249879,15.089665,0.806083,0.225972,15.925894,0.818191,0.226698,15.509933,0.814210,0.220860,16.116747,0.823362,0.217040,16.136035,0.823902,0.213797,-1.087969,-0.027248,0.026788,-0.878046,-0.014708,0.002881,-0.041817,-0.002600,0.003606,-0.457778,-0.006581,-0.002232,0.149036,0.002571,-0.006052,0.168324,0.003111,-0.009294
panda_0092,"['A screenshot of a website with an image of a stadium in the background.', 'A soccer stadium with the words compare prices and buy tickets.', 'A soccer stadium with the words ticket - compare.']",195,34,0.170181,9.956712,0.355534,0.671795,10.484399,0.372075,0.665106,10.477909,0.372949,0.664840,9.670174,0.345377,0.684872,9.856432,0.347869,0.679716,9.946352,0.353800,0.674295,9.944704,0.348358,0.683430,0.527687,0.016541,-0.006689,0.521198,0.017415,-0.006956,-0.286538,-0.010157,0.013077,-0.100280,-0.007665,0.007921,-0.010359,-0.001734,0.002500,-0.012008,-0.007176,0.011634
panda_0093,"['A news anchor on a tv announcing a promotion for chicken nuggets.', 'A screenshot of an app shows a map.', 'A picture of a chicken wing restaurant with a quote on it.']",170,32,1.686223,11.450480,0.515855,0.315744,11.392415,0.514603,0.323640,11.415115,0.512488,0.321463,11.372244,0.512468,0.325351,11.352814,0.514358,0.320601,11.440723,0.514477,0.315751,11.406141,0.514865,0.316623,-0.058064,-0.001252,0.007896,-0.035364,-0.003367,0.005718,-0.078235,-0.003386,0.009607,-0.097666,-0.001496,0.004856,-0.009757,-0.001378,0.000006,-0.044338,-0.000989,0.000879
panda_0094,"['The speaker is standing in front of a large parking lot filled with cars and talking about tires.', 'A man kneeling down next to a car on the side of the road.', 'A man is driving a car and using the steering wheel.']",219,43,1.450613,6.730131,0.225236,0.781895,6.865564,0.237481,0.764414,6.780695,0.231930,0.780627,6.657507,0.228125,0.777781,6.662109,0.227250,0.779441,6.711917,0.238222,0.766180,6.775026,0.234925,0.763730,0.135433,0.012245,-0.017480,0.050563,0.006695,-0.001267,-0.072624,0.002890,-0.004114,-0.068023,0.002014,-0.002454,-0.018214,0.012987,-0.015715,0.044895,0.009690,-0.018165
panda_0095,"['The interior of a futuristic car with a screen on the dashboard.', 'A black suv towing a trailer on a beach.', 'A series of pictures of a room with a bed and a bedside table.']",178,35,0.771885,4.641692,0.365730,0.793405,4.533370,0.383516,0.783718,4.578994,0.384349,0.793429,4.745711,0.371539,0.791298,4.702579,0.372882,0.794624,4.661678,0.385969,0.791475,4.667257,0.393316,0.773033,-0.108322,0.017787,-0.009687,-0.062699,0.018619,0.000023,0.104018,0.005809,-0.002107,0.060887,0.007152,0.001219,0.019986,0.020239,-0.001930,0.025565,0.027586,-0.020372
panda_0096,"['A person holding a bunch of small plastic animals.', 'A person is playing with miniature toys on a table.', 'There are different types of toys and candles on a table.']",170,30,0.485565,18.616121,0.769022,0.559170,18.413607,0.767459,0.564315,18.258954,0.749497,0.582634,18.651050,0.770196,0.570888,18.488430,0.765110,0.569379,18.636009,0.768952,0.558851,18.280945,0.760433,0.586271,-0.202514,-0.001563,0.005145,-0.357167,-0.019526,0.023464,0.034930,0.001174,0.011718,-0.127691,-0.003913,0.010209,0.019889,-0.000071,-0.000319,-0.335176,-0.008589,0.027100
panda_0097,"['A man wearing a white t-shirt and a baseball cap is standing on a patio and holding a bucket of white paint.', 'It is a black background with white text that reads, ""what about the raining? "".', 'The man is standing on the porch of a house, wearing a white shirt and black pants.']",283,54,0.456277,15.362528,0.479787,0.119250,15.377654,0.481617,0.119022,15.376808,0.481427,0.119198,15.361697,0.479382,0.119930,15.364994,0.479620,0.120079,15.348902,0.478957,0.119929,15.345443,0.478764,0.119820,0.015125,0.001830,-0.000228,0.014280,0.001640,-0.000052,-0.000831,-0.000405,0.000680,0.002465,-0.000167,0.000830,-0.013626,-0.000830,0.000679,-0.017085,-0.001024,0.000571
panda_0098,"['The words ""home workshop makeover tour"" are written on a white background.', 'A small living room with a white couch and chair in front of a window.', 'A table with a potted plant on it next to a window.']",207,39,0.271244,44.553109,0.998680,0.001113,44.379039,0.998057,0.001799,44.372061,0.998048,0.001820,22.157039,0.923650,0.257614,21.037505,0.920267,0.266289,44.513531,0.998667,0.001153,44.541945,0.998664,0.001137,-0.174070,-0.000624,0.000685,-0.181048,-0.000633,0.000707,-22.396070,-0.075031,0.256501,-23.515604,-0.078414,0.265176,-0.039578,-0.000014,0.000040,-0.011163,-0.000017,0.000023
panda_0099,"['A white suv with a lot of smoke coming out of it.', 'A red dodge challenger parked in front of a garage.', 'A yellow car is driving on a track next to a green traffic light.']",177,36,0.584480,29.319007,0.952146,0.022467,31.137758,0.958218,0.019434,31.125564,0.957995,0.019467,28.857235,0.950001,0.023427,29.285423,0.951898,0.022623,29.804305,0.953900,0.021747,30.140791,0.955073,0.021173,1.818751,0.006071,-0.003033,1.806557,0.005849,-0.002999,-0.461772,-0.002145,0.000960,-0.033584,-0.000248,0.000157,0.485298,0.001753,-0.000720,0.821784,0.002927,-0.001293
panda_0100,"['A group of people in a video game are walking down a dirt path.', 'The player is running through a post-apocalyptic wasteland with military tents in the background.', 'A black night sky with some lights in the distance.']",223,38,2.756569,20.531865,0.590234,0.596004,18.753516,0.528160,0.660759,18.569481,0.528648,0.628406,19.940705,0.569760,0.620363,20.059455,0.574438,0.616641,20.336485,0.584009,0.597205,20.501319,0.589860,0.595254,-1.778348,-0.062075,0.064755,-1.962384,-0.061586,0.032402,-0.591160,-0.020474,0.024360,-0.472409,-0.015797,0.020637,-0.195379,-0.006225,0.001201,-0.030546,-0.000374,-0.000750
panda_0101,"['A person is frying food in a restaurant kitchen using a frying pan and a frying basket.', 'A chef is using a strainer to drain cheese curds in a frying pan.', 'A person is frying food in a pan on a stove.']",208,42,0.121418,12.865088,0.710431,0.411471,12.736387,0.706963,0.420122,12.765958,0.709701,0.416447,12.847782,0.711651,0.411178,12.880157,0.709753,0.413295,12.902261,0.713090,0.408530,12.912491,0.713073,0.409130,-0.128701,-0.003468,0.008651,-0.099129,-0.000730,0.004976,-0.017305,0.001220,-0.000293,0.015069,-0.000678,0.001825,0.037173,0.002659,-0.002941,0.047403,0.002642,-0.002340
panda_0102,"['The word yum is written in pink on a black background.', 'The word ""sluts"" written in pink on a black background.', 'A picture of a blonde haired anime girl.']",161,29,0.207366,8.227254,0.566055,0.648439,8.003762,0.582701,0.616959,7.884053,0.590885,0.616358,8.230387,0.546288,0.653360,8.227580,0.548623,0.653243,8.144667,0.561408,0.657923,8.189774,0.565848,0.656746,-0.223492,0.016646,-0.031479,-0.343201,0.024830,-0.032080,0.003133,-0.019767,0.004922,0.000326,-0.017432,0.004804,-0.082587,-0.004647,0.009484,-0.037480,-0.000207,0.008307
panda_0103,"['A basketball game is being played in a crowded stadium, and a basketball player is jumping up to dunk the ball.', 'There is a group of people gathered in a city street at night, holding up signs and cheering for their favorite sports teams.', 'There is a red ticket with the word ""believe"" written on it.']",308,56,0.761690,20.888910,0.730088,0.641942,20.772788,0.710884,0.649451,19.568212,0.700348,0.671694,20.485235,0.716781,0.643305,20.581274,0.719975,0.644296,20.811211,0.728279,0.645035,20.956724,0.731292,0.634091,-0.116121,-0.019204,0.007509,-1.320698,-0.029740,0.029752,-0.403675,-0.013307,0.001363,-0.307636,-0.010113,0.002353,-0.077698,-0.001809,0.003093,0.067815,0.001204,-0.007851
panda_0104,"['A man wearing headphones is standing in front of a black background.', 'There is a man in a dark room with a desk and a sink, he is wearing headphones and playing a video game.', 'A man wearing headphones is looking at a computer screen.']",241,45,3.407811,20.537230,0.506904,0.480215,22.164669,0.492574,0.469213,17.454410,0.510246,0.504602,20.196244,0.496654,0.488313,17.716133,0.506484,0.501283,21.232689,0.501765,0.474367,21.158642,0.501785,0.476338,1.627439,-0.014330,-0.011002,-3.082820,0.003342,0.024387,-0.340985,-0.010250,0.008097,-2.821097,-0.000420,0.021067,0.695460,-0.005139,-0.005848,0.621413,-0.005119,-0.003878
panda_0105,"['There is a man wearing a green shirt and glasses standing in front of a wall with several posters of formula one drivers, including ayrton senna and michael schumacher.', 'Formula one cars are racing on a track.', 'A man in a red racing suit standing on a podium.']",267,48,0.294743,18.204878,0.737635,0.215812,18.213463,0.737828,0.215288,18.272745,0.739422,0.214358,18.217730,0.737701,0.215778,18.221162,0.737200,0.215837,18.218518,0.737747,0.215735,18.213666,0.737353,0.216114,0.008584,0.000193,-0.000524,0.067867,0.001787,-0.001454,0.012851,0.000066,-0.000034,0.016283,-0.000434,0.000025,0.013639,0.000112,-0.000077,0.008788,-0.000282,0.000302
panda_0106,"['A man with a beard and hat is smiling for the camera in front of a vehicle.', 'A close up of a police car with its lights on.', 'A man is smiling at the camera in the dark.']",176,38,0.187824,10.092692,0.416191,0.672714,9.970926,0.421940,0.668467,10.024393,0.420818,0.669888,10.031489,0.412984,0.674044,10.069892,0.415753,0.672827,10.121030,0.415419,0.671731,10.019174,0.422689,0.675504,-0.121766,0.005749,-0.004247,-0.068299,0.004627,-0.002826,-0.061203,-0.003207,0.001330,-0.022800,-0.000438,0.000113,0.028338,-0.000772,-0.000983,-0.073518,0.006498,0.002790
panda_0107,"['There is a bathroom with a sink, toilet, and mirror.', 'The camera is moving in a room with white walls and wooden furniture.', 'A small room with a bed, couch and window with white curtains.']",195,35,4.513716,14.900769,0.663005,0.475308,14.832624,0.661538,0.476747,14.866572,0.661776,0.476244,14.913546,0.662553,0.475503,14.912262,0.662703,0.475608,14.906086,0.663264,0.475019,14.897931,0.663075,0.475201,-0.068145,-0.001467,0.001440,-0.034197,-0.001229,0.000936,0.012777,-0.000452,0.000196,0.011493,-0.000302,0.000300,0.005316,0.000259,-0.000288,-0.002838,0.000070,-0.000106
panda_0108,"['Two men standing next to a robot on a construction site.', 'A robotic arm is turning a valve on a gas pipeline.', 'A man wearing a blue shirt is standing in front of a building and looking at the wall.']",205,40,0.858087,17.539990,0.756418,0.184203,17.461444,0.753140,0.186594,17.530906,0.756872,0.184930,17.512170,0.753923,0.185073,17.571844,0.759137,0.183920,17.602004,0.761233,0.183326,17.547885,0.759534,0.185110,-0.078546,-0.003278,0.002391,-0.009084,0.000454,0.000728,-0.027820,-0.002495,0.000870,0.031853,0.002719,-0.000282,0.062014,0.004815,-0.000876,0.007895,0.003116,0.000907
panda_0109,"['A video game of a street with cars and buildings in the background.', 'There is a black car driving on a road in the desert.', 'A van is parked in a parking lot in a video game.']",181,37,4.767056,11.787711,0.232836,0.856466,11.280631,0.221184,0.869961,11.092629,0.223512,0.864583,11.572712,0.226783,0.859607,11.707647,0.228093,0.858549,11.672105,0.231129,0.856225,11.710728,0.233104,0.857135,-0.507080,-0.011652,0.013495,-0.695082,-0.009324,0.008117,-0.214999,-0.006053,0.003141,-0.080064,-0.004743,0.002083,-0.115605,-0.001707,-0.000241,-0.076983,0.000268,0.000669
panda_0110,"['A blurry picture of a hallway with an elevator.', 'A blurry image of a hospital bed and a tv.', 'It is a large, white building with multiple windows and balconies, surrounded by trees and shrubs.']",199,35,0.755981,8.021035,0.416459,0.639373,7.906393,0.408708,0.640930,7.746750,0.401797,0.657053,8.010373,0.418813,0.639932,7.996928,0.418520,0.636642,8.017686,0.417607,0.638174,8.295629,0.424017,0.630840,-0.114642,-0.007751,0.001557,-0.274286,-0.014663,0.017680,-0.010662,0.002354,0.000558,-0.024108,0.002060,-0.002731,-0.003350,0.001148,-0.001199,0.274593,0.007558,-0.008534
panda_0111,"['Products are sitting on a counter in a refrigerator.', 'A list of ingredients on a black background.', 'A black screen with text on it.']",139,24,2.310668,11.816181,0.499347,0.832646,11.833538,0.491490,0.839193,11.926468,0.491063,0.840762,11.946021,0.504791,0.831715,11.827448,0.500250,0.835395,11.823806,0.499171,0.832319,11.970605,0.503262,0.831044,0.017357,-0.007857,0.006546,0.110288,-0.008284,0.008116,0.129840,0.005444,-0.000931,0.011267,0.000903,0.002748,0.007625,-0.000176,-0.000327,0.154424,0.003915,-0.001603
panda_0112,"['A blue background with the words 22 news new at 11.', 'There is a pothole on the road and cars are driving over it.', 'Two cars are driving down a street in a residential area.']",180,35,1.088796,19.838008,0.816395,0.214891,19.789415,0.812011,0.212463,19.833020,0.815899,0.213539,19.775646,0.814702,0.219474,19.876709,0.814025,0.216761,19.862259,0.815615,0.216907,19.820477,0.817004,0.216498,-0.048592,-0.004384,-0.002428,-0.004987,-0.000496,-0.001352,-0.062362,-0.001693,0.004583,0.038701,-0.002371,0.001870,0.024251,-0.000780,0.002016,-0.017530,0.000608,0.001607
panda_0113,"['A beekeeper is wearing a beekeeping suit and holding a piece of honeycomb in his hand.', 'A condiment bottle and a thermometer next to each other.', 'A bucket of liquid being poured into another bucket.']",206,35,4.265229,21.571347,0.698372,0.124097,21.811134,0.699816,0.123716,21.653427,0.697290,0.125545,21.560764,0.699021,0.124435,21.600279,0.698441,0.124385,21.570847,0.698305,0.123949,21.707791,0.699957,0.123762,0.239788,0.001444,-0.000380,0.082081,-0.001082,0.001448,-0.010582,0.000649,0.000338,0.028932,0.000069,0.000288,-0.000500,-0.000067,-0.000148,0.136444,0.001584,-0.000335
panda_0114,"['It is a pond filter made from a plastic terracotta pot with a 1/8 inch hole drilled in it, and a spout added.', 'A close up of an orange pot with a hole in it.', 'It is a pond filter made from a plastic pot with a hole drilled in the side and a pipe connected to it.']",270,58,1.304771,18.094504,0.679008,0.341000,18.013990,0.675847,0.345953,18.020485,0.674777,0.349888,18.053395,0.680795,0.335827,18.086832,0.678535,0.342435,18.103883,0.681561,0.334236,18.038286,0.679744,0.337663,-0.080514,-0.003161,0.004953,-0.074019,-0.004231,0.008888,-0.041109,0.001787,-0.005173,-0.007672,-0.000473,0.001435,0.009379,0.002553,-0.006764,-0.056218,0.000736,-0.003337
panda_0115,"['A field of grass with trees and a house in the distance.', 'A person is picking up weeds in a garden.', 'A black dog with a blue collar in the bushes.']",154,31,0.315136,10.204836,0.300446,0.641623,10.119269,0.296547,0.647549,10.400697,0.302618,0.637417,10.126248,0.297367,0.642389,10.092046,0.298676,0.643011,10.134492,0.300020,0.641562,10.138129,0.300365,0.644497,-0.085567,-0.003898,0.005927,0.195862,0.002172,-0.004206,-0.078588,-0.003078,0.000767,-0.112790,-0.001770,0.001388,-0.070343,-0.000426,-0.000060,-0.066707,-0.000080,0.002874
panda_0116,"['A screen shot of a computer screen showing a list of buttons.', 'A picture of a piece of fabric with an iron on it.', 'A picture of a sewing machine with a pattern on it.']",174,35,7.478116,18.400122,0.777747,0.408332,18.284074,0.778881,0.403883,18.333270,0.775668,0.406910,18.520532,0.777656,0.410213,18.442446,0.777817,0.408812,18.355884,0.774486,0.412907,18.324326,0.775622,0.409622,-0.116049,0.001133,-0.004449,-0.066852,-0.002079,-0.001421,0.120409,-0.000092,0.001882,0.042324,0.000070,0.000480,-0.044238,-0.003262,0.004576,-0.075796,-0.002126,0.001291
panda_0117,"['A person is holding a smartphone in their hand and appears to be scrolling through social media.', 'A close up of a finger touching the screen of a cell phone.', 'A close up of a person typing on a keyboard.']",211,40,0.373500,21.850858,0.819892,0.260759,20.364681,0.814411,0.265248,20.766410,0.818207,0.267062,20.514174,0.815309,0.270251,20.674465,0.819338,0.264802,22.194523,0.818540,0.265433,21.407832,0.819758,0.261720,-1.486177,-0.005481,0.004489,-1.084448,-0.001685,0.006304,-1.336684,-0.004583,0.009492,-1.176393,-0.000554,0.004044,0.343665,-0.001351,0.004674,-0.443026,-0.000134,0.000961
panda_0118,"['The player is in a post-apocalyptic world, shooting at zombies with a gun.', 'The player is playing a first-person shooter game and shooting at enemies with a rifle.', 'A screen shot of a video game.']",203,35,2.194322,18.256624,0.581885,0.413029,17.878660,0.564687,0.409694,17.007018,0.546568,0.437295,18.338207,0.581557,0.413239,18.427341,0.584507,0.410742,17.535271,0.582385,0.420763,17.722032,0.580945,0.421910,-0.377964,-0.017198,-0.003335,-1.249605,-0.035317,0.024266,0.081583,-0.000328,0.000210,0.170718,0.002622,-0.002287,-0.721353,0.000501,0.007734,-0.534592,-0.000940,0.008881
panda_0119,"['A piece of paper with information about a robbery.', 'A sign in front of a tree and a street sign.', 'A man is standing on the side of the road in front of a construction site, wearing a suit and tie.']",204,41,6.182138,8.485867,0.277122,0.666663,8.575810,0.285602,0.655979,8.496745,0.285955,0.656163,8.426233,0.279874,0.667025,8.493739,0.278037,0.665151,8.448107,0.277257,0.668811,8.455617,0.278599,0.663124,0.089943,0.008480,-0.010684,0.010878,0.008833,-0.010500,-0.059634,0.002751,0.000362,0.007872,0.000915,-0.001512,-0.037760,0.000134,0.002148,-0.030250,0.001477,-0.003540
panda_0120,"['A blender with a brown liquid inside of it.', 'There is a stain on a beige fabric.', 'A bottle of ultra laundry detergent is sitting on a wooden table next to a potted plant.']",178,34,0.119982,37.457840,0.979429,0.009894,37.983156,0.979785,0.017855,37.990260,0.979895,0.016160,38.004454,0.979895,0.015429,38.018920,0.979947,0.015842,37.400353,0.979381,0.010052,37.345056,0.979302,0.009739,0.525316,0.000355,0.007961,0.532420,0.000466,0.006266,0.546615,0.000466,0.005535,0.561080,0.000518,0.005947,-0.057487,-0.000049,0.000158,-0.112784,-0.000127,-0.000156
panda_0121,"['A picture of a plate with skewers on it.', 'There is a white plate with sliced vegetables, including onions and courgettes, on it.', 'A picture of a bowl of vegetables and a bowl of meat.']",191,35,0.201526,16.467819,0.753540,0.198204,16.526183,0.757356,0.193321,16.590085,0.757007,0.192348,16.376229,0.752023,0.200110,16.448998,0.754292,0.198734,16.451626,0.754259,0.198230,16.398496,0.752811,0.199422,0.058363,0.003816,-0.004883,0.122266,0.003467,-0.005856,-0.091591,-0.001517,0.001906,-0.018821,0.000751,0.000530,-0.016193,0.000719,0.000026,-0.069323,-0.000729,0.001219
panda_0122,"['A man in an office is talking to another man who is wearing a suit and tie.', 'There is a group of people in an office setting, and they are discussing a problem.', 'The comedy bites logo on a blue background.']",213,41,2.450028,14.207585,0.426813,0.362034,14.235332,0.427724,0.361459,14.233876,0.427288,0.361814,14.220813,0.427038,0.361311,14.227731,0.427139,0.360863,14.213637,0.427069,0.361554,14.225041,0.427273,0.360966,0.027747,0.000911,-0.000575,0.026292,0.000475,-0.000221,0.013229,0.000225,-0.000723,0.020146,0.000326,-0.001171,0.006052,0.000256,-0.000480,0.017457,0.000460,-0.001069
